,Date,Activity Type,Activity Title,Session Type,Sesson Title,Start Time,End Time,Jersey No.,Position,Age,Height (cm),Weight (kg),Duration (min),Total Distance (m),Distance/min (m/min),RPE,Injury,Unnamed: 14,Unnamed: 15,Unnamed: 16
38,02/03/2023,Training,Endurance,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47426,CF,23,188,82,72,"6,108.70",85.2,8,No,,,
39,02/03/2023,Training,Endurance,Full Session,Full Session,02/03/2023 15:45,02/03/2023 17:45,47427,CDM,30,181,76,72,"6,844.60",95.5,8,Yes,,,
43,07/03/2023,Training,Endurance,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47409,CM,32,186,78,70,4634.7,66.2,4,No,,,
44,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47410,WF,29,185,80,70,4628.34,66.1,2,No,,,
45,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47411,CAM,25,186,84,70,4670.2,66.7,2,No,,,
46,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47412,CF,29,186,79,70,4688.5,67,-,No,,,
47,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47413,WF,26,166,65,70,4650.5,66.4,1,No,,,
48,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47414,CM,30,186,80,70,4878.5,69.7,3,No,,,
49,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47415,CM,27,178,75,70,4801.76,68.6,1,No,,,
50,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47416,FB,23,180,82,70,4737.9,67.7,3,No,,,
51,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47420,WF,27,164,65,70,4680.4,66.9,3,No,,,
52,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47421,WF,25,176,69,70,4701.1,67.2,-,No,,,
53,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47422,FB,34,173,86,70,4638.6,66.3,4,No,,,
54,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47423,CB,36,173,78,70,4518.2,64.5,1,No,,,
55,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47425,FB,30,173,72,70,1552,22.2,1,No,,,
56,07/03/2023,Training,Strength,Full Session,Full Session,07/03/2023 16:01,07/03/2023 17:15,47426,CF,23,188,82,70,4580.1,65.4,2,No,,,
43,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47409,CM,32,186,78,80,"7,253.80",90.7,7,No,,,
44,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47410,WF,29,185,80,80,"6,779.70",84.7,8,No,,,
45,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47411,CAM,25,186,84,80,"7,747.20",96.8,5,No,,,
46,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47412,CF,29,186,79,80,"6,896.20",86.2,-,No,,,
47,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47413,WF,26,166,65,80,"6,979.70",87.2,5,No,,,
48,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47414,CM,30,186,80,80,"7,826.50",97.8,5,No,,,
49,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47415,CM,27,178,75,80,"7,382.60",92.3,4,No,,,
50,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47416,FB,23,180,82,80,"7,271.90",90.9,5,No,,,
51,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47420,WF,27,164,65,80,"7,441.80",93,7,No,,,
52,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47421,WF,25,176,69,80,"7,148.00",89.3,-,No,,,
53,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47422,FB,34,173,86,80,"7,048.20",88.1,3,No,,,
54,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47423,CB,36,173,78,80,"7,105.00",88.8,6,No,,,
55,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47425,FB,30,173,72,29,"1,712.60",59.1,3,No,,,
56,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47426,CF,23,188,82,80,"6,579.20",82.2,7,No,,,
57,08/03/2023,Training,Endurance,Full Session,Full Session,08/03/2023 15:44,08/03/2023 17:44,47427,CDM,30,181,76,80,"7,733.80",96.7,7,No,,,
45,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47406,CB,30,189,86,63,"3,575.90",56.9,3,No,,,
46,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47408,CB,20,180,75,63,"3,958.30",63,-,No,,,
47,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47410,WF,29,185,80,63,"4,320.70",68.7,5,No,,,
48,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47411,CAM,25,186,84,63,"5,328.60",84.8,4,No,,,
49,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47412,CF,29,186,79,63,"3,491.50",55.5,-,No,,,
50,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47413,WF,26,166,65,63,"3,845.70",61.2,3,No,,,
51,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47414,CM,30,186,80,63,"5,374.40",85.5,3,No,,,
52,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47415,CM,27,178,75,63,"4,631.90",73.7,3,No,,,
53,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47416,FB,23,180,82,63,"4,460.80",71,3,No,,,
54,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47420,WF,27,164,65,63,"4,818.50",76.6,4,No,,,
55,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47421,WF,25,176,69,63,"4,299.00",68.4,-,No,,,
56,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47422,FB,34,173,86,63,"4,654.50",74,3,No,,,
57,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47423,CB,36,173,78,63,"4,250.30",67.6,3,No,,,
58,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47426,CF,23,188,82,63,"4,320.70",68.7,4,No,,,
59,09/03/2023,Training,Speed,Full Session,Full Session,09/03/2023 16:05,09/03/2023 18:05,47427,CDM,30,181,76,63,"5,143.60",81.8,5,No,,,
27,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47407,CB,24,188,89,73,"6,245.80",85.5,5,No,,,
28,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47410,WF,29,185,80,73,"5,596.30",76.6,7,No,,,
29,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47411,CAM,25,186,84,73,"6,719.90",91.9,5,No,,,
30,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47412,CF,29,186,79,73,"5,649.30",77.3,-,No,,,
31,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47416,FB,23,180,82,73,"6,304.90",86.3,5,No,,,
32,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47420,WF,27,164,65,73,"6,714.40",91.9,7,No,,,
33,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47421,WF,25,176,69,73,"5,809.60",79.5,-,No,,,
34,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47422,FB,34,173,86,73,"6,207.20",84.9,6,No,,,
35,17/03/2023,Training,Endurance,Full Session,Full Session,17/03/2023 14:23,17/03/2023 16:23,47425,FB,30,173,72,73,"5,450.30",74.6,5,No,,,
37,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47407,CB,24,188,89,74,"6,778.40",91,4,No,,,
38,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47409,CM,32,186,78,89,"7,113.20",80,8,No,,,
39,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47410,WF,29,185,80,88,"6,998.40",79.3,7,No,,,
40,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47411,CAM,25,186,84,89,"8,656.90",97.3,7,Yes,,,
41,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47412,CF,29,186,79,89,"7,377.10",83,-,No,,,
42,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47416,FB,23,180,82,89,"7,526.40",84.7,4,No,,,
43,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47420,WF,27,164,65,89,"8,387.80",94.4,5,No,,,
44,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47421,WF,25,176,69,85,"7,662.60",90,-,No,,,
45,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47423,CB,36,173,78,74,"6,548.80",87.9,4,No,,,
46,20/03/2023,Training,Endurance,Full Session,Full Session,20/03/2023 16:02,20/03/2023 18:07,47425,FB,30,173,72,73,"3,707.90",50.5,5,No,,,
21,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47407,CB,24,188,89,46,"3,649.80",78.8,4,No,,,
22,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47409,CM,32,186,78,46,"3,712.00",81.5,7,No,,,
23,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47410,WF,29,185,80,9,667,75.2,5,No,,,
25,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47412,CF,29,186,79,45,"3,086.00",68.1,-,No,,,
26,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47415,CM,27,178,75,45,"3,632.80",81.1,4,No,,,
27,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47416,FB,23,180,82,46,"3,470.30",75,4,No,,,
28,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47421,WF,25,176,69,45,"4,001.50",88.1,-,No,,,
29,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47422,FB,34,173,86,46,"3,728.10",81.2,7,No,,,
30,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47423,CB,36,173,78,46,"3,541.50",76.5,5,No,,,
31,21/03/2023,Training,Endurance,Full Session,Full Session,21/03/2023 16:09,21/03/2023 18:09,47426,CF,23,188,82,46,"3,678.40",80.1,7,No,,,
26,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47407,CB,24,188,89,52,"3,712.00",71.2,3,No,,,
27,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47409,CM,32,186,78,52,"3,919.50",75.1,6,No,,,
28,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47410,WF,29,185,80,52,"3,259.20",62.5,5,No,,,
30,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47412,CF,29,186,79,52,"3,367.50",64.6,-,No,,,
31,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47415,CM,27,178,75,52,"3,148.60",60.4,3,No,,,
32,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47416,FB,23,180,82,52,"3,893.00",74.6,4,No,,,
33,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47420,WF,27,164,65,52,"3,923.90",75.2,5,No,,,
34,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47421,WF,25,176,69,52,"3,773.60",72.3,-,No,,,
35,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47422,FB,34,173,86,52,"3,678.40",70.7,4,No,,,
36,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47423,CB,36,173,78,52,"3,636.50",69.7,4,No,,,
37,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47426,CF,23,188,82,52,"3,926.60",75.3,5,No,,,
38,22/03/2023,Training,Speed,Full Session,Full Session,22/03/2023 16:07,22/03/2023 17:09,47427,CDM,30,181,76,52,"4,078.30",78.2,5,No,,,
22,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47407,CB,24,188,89,54,"1,865.00",34.5,1,No,,,
23,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47409,CM,32,186,78,54,"2,211.80",40.9,3,No,,,
24,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47410,WF,29,185,80,54,"2,543.40",47,3,No,,,
25,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47411,CAM,25,186,84,54,"2,544.40",47,1,No,,,
26,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47412,CF,29,186,79,54,"1,794.30",33.2,-,No,,,
27,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47416,FB,23,180,82,54,"2,165.20",40,2,No,,,
28,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47420,WF,27,164,65,54,"2,037.40",37.6,3,No,,,
29,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47421,WF,25,176,69,54,"2,065.10",38.2,-,No,,,
30,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47422,FB,34,173,86,54,"2,262.60",41.8,1,No,,,
31,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47423,CB,36,173,78,54,"2,189.70",40.5,1,No,,,
32,24/03/2023,Training,Activation,Full Session,Full Session,24/03/2023 15:59,24/03/2023 17:07,47426,CF,23,188,82,54,"1,908.40",35.3,2,No,,,
31,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47407,CB,24,188,89,79,"5,477.80",69.1,3,No,,,
32,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47409,CM,32,186,78,79,"5,943.90",75,7,No,,,
33,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47410,WF,29,185,80,79,"5,698.40",71.9,8,No,,,
34,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47414,CM,30,186,80,79,"6,552.90",83.3,4,No,,,
35,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47415,CM,27,178,75,26,"1,780.40",68.7,2,No,,,
36,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47416,FB,23,180,82,79,"5,866.70",74,4,No,,,
37,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47420,WF,27,164,65,79,"6,329.70",80,6,No,,,
38,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47421,WF,25,176,69,79,"6,526.20",82.5,-,No,,,
39,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47422,FB,34,173,86,79,"4,574.50",57.7,3,No,,,
40,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47423,CB,36,173,78,79,"5,529.40",69.7,4,No,,,
41,27/03/2023,Training,Strength,Full Session,Full Session,27/03/2023 15:44,27/03/2023 17:46,47426,CF,23,188,82,79,"5,819.60",73.4,8,No,,,
30,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47407,CB,24,188,89,79,"5,281.30",66.8,3,No,,,
31,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47409,CM,32,186,78,79,"5,370.80",68,7,No,,,
32,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47410,WF,29,185,80,78,"5,302.60",67.6,8,No,,,
33,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47415,CM,27,178,75,79,"5,439.00",69.1,3,No,,,
34,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47416,FB,23,180,82,79,"5,759.20",72.9,5,No,,,
35,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47420,WF,27,164,65,79,"5,787.50",73.3,6,No,,,
36,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47421,WF,25,176,69,79,"5,892.40",74.6,-,No,,,
37,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47422,FB,34,173,86,79,"3,864.00",48.9,3,No,,,
38,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47423,CB,36,173,78,79,"4,879.40",61.8,4,No,,,
39,28/03/2023,Training,Endurance,Full Session,Full Session,28/03/2023 16:51,28/03/2023 18:53,47426,CF,23,188,82,79,"5,280.10",66.8,6,No,,,
36,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47406,CB,30,189,86,72,"5,643.30",78.5,3,No,,,
37,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47407,CB,24,188,89,73,"6,127.20",84.1,3,No,,,
38,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47409,CM,32,186,78,73,"6,230.80",85.4,7,No,,,
39,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47410,WF,29,185,80,73,"5,945.30",81.5,9,No,,,
40,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47411,CAM,25,186,84,72,"7,181.80",99.9,5,No,,,
41,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47414,CM,30,186,80,73,"7,179.30",98.4,3,No,,,
42,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47415,CM,27,178,75,73,"6,764.60",92.7,4,No,,,
43,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47416,FB,23,180,82,73,"6,551.60",90.2,5,No,,,
44,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47420,WF,27,164,65,72,"6,455.80",89.1,6,No,,,
45,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47421,WF,25,176,69,71,"6,771.90",94.7,-,No,,,
46,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47423,CB,36,173,78,73,"6,165.70",84.5,6,No,,,
47,29/03/2023,Training,Endurance,Full Session,Full Session,29/03/2023 15:48,29/03/2023 17:50,47427,CDM,30,181,76,73,"6,393.20",87.6,6,No,,,
36,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47406,CB,30,189,86,73,"4,073.70",56.1,6,Yes,,,
37,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47407,CB,24,188,89,74,"5,132.70",69.4,3,No,,,
38,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47409,CM,32,186,78,74,"5,143.60",69.5,6,No,,,
39,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47410,WF,29,185,80,74,"4,824.90",65.5,7,No,,,
40,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47411,CAM,25,186,84,73,"5,581.40",76.7,3,No,,,
41,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47414,CM,30,186,80,74,"6,067.20",82,3,No,,,
42,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47415,CM,27,178,75,73,"4,773.20",65.4,3,No,,,
43,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47416,FB,23,180,82,74,"5,710.00",77.2,3,No,,,
44,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47421,WF,25,176,69,74,"5,832.90",78.8,-,No,,,
45,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47423,CB,36,173,78,74,"4,424.80",59.8,4,No,,,
46,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47426,CF,23,188,82,74,"5,491.00",74.4,7,No,,,
47,30/03/2023,Training,Speed,Full Session,Full Session,30/03/2023 15:54,30/03/2023 17:56,47427,CDM,30,181,76,74,"6,052.60",81.8,7,No,,,
