,Date,Activity Type,Activity Title,Session Type,Sesson Title,Start Time,End Time,Jersey No.,Position,Age,Height (cm),Weight (kg),Duration (min),Total Distance (m),Distance/min (m/min),RPE,Injury,Unnamed: 14,Unnamed: 15,Unnamed: 16
59,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47411,CAM,25,186,84,61,"3,663.90",59.6,2,No,,,
60,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47412,CF,29,186,79,61,"3,103.60",50.5,2,No,,,
61,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47413,WF,26,166,65,61,"3,177.40",51.7,1,No,,,
62,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47414,CM,30,186,80,61,"3,965.10",64.5,1,No,,,
63,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47415,CM,27,178,75,61,"3,480.00",56.6,1,No,,,
64,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47416,FB,23,180,82,61,"3,669.10",59.7,1,No,,,
65,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47420,WF,27,164,65,61,"3,304.20",53.7,3,No,,,
66,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47425,FB,30,173,72,61,"3,248.90",52.8,2,No,,,
67,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47426,CF,23,188,82,61,"3,423.50",55.7,2,No,,,
68,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47427,CDM,30,181,76,61,"3,090.80",50.3,3,No,,,
69,06/12/2022,Training,Speed,Full Session,Full Session,06/12/2022 16:10,06/12/2022 17:15,47428,CB,37,180,85,61,"3,313.90",53.9,-,No,,,
48,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47406,CB,30,189,86,60,"3,591.50",59.9,2,No,,,
49,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47407,CB,24,188,89,60,"3,704.80",61.8,2,No,,,
50,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47409,CM,32,186,78,60,"2,496.00",41.6,2,No,,,
51,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47410,WF,29,185,80,60,"3,656.40",61,2,No,,,
52,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47412,CF,29,186,79,60,"3,418.50",57,2,No,,,
53,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47413,WF,26,166,65,60,"4,091.90",68.3,1,No,,,
54,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47414,CM,30,186,80,60,"4,055.90",67.7,1,No,,,
55,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47415,CM,27,178,75,60,"3,796.70",63.3,1,No,,,
56,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47416,FB,23,180,82,60,"3,604.90",60.1,2,No,,,
57,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47420,WF,27,164,65,60,"3,621.70",60.4,2,No,,,
58,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47422,FB,34,173,86,60,"3,286.40",54.8,2,No,,,
59,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47423,CB,36,173,78,60,"3,321.60",55.4,2,No,,,
60,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47425,FB,30,173,72,60,"3,337.20",55.7,3,No,,,
61,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47426,CF,23,188,82,60,"3,490.20",58.2,3,No,,,
62,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47427,CDM,30,181,76,60,"3,964.00",66.1,2,No,,,
63,07/12/2022,Training,Activation,Full Session,Full Session,07/12/2022 16:35,07/12/2022 17:35,47428,CB,37,180,85,60,"3,329.80",55.6,2,No,,,
74,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47406,CB,30,189,86,79,"5,277.20",66.5,3,No,,,
75,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47407,CB,24,188,89,79,"5,540.20",69.8,3,No,,,
76,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47409,CM,32,186,78,59,"3,478.60",58.6,5,No,,,
77,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47411,CAM,25,186,84,79,"6,136.70",77.3,3,No,,,
78,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47412,CF,29,186,79,79,"5,546.20",69.9,5,No,,,
79,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47413,WF,26,166,65,79,"5,769.70",72.7,3,No,,,
80,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47414,CM,30,186,80,79,"6,659.40",83.9,4,No,,,
81,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47415,CM,27,178,75,79,"5,898.00",74.3,3,No,,,
82,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47416,FB,23,180,82,79,"5,919.90",74.6,4,No,,,
83,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47420,WF,27,164,65,79,"5,711.10",72,5,No,,,
84,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47422,FB,34,173,86,79,"5,439.60",68.5,4,No,,,
85,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47423,CB,36,173,78,79,"5,245.60",66.1,4,No,,,
86,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47425,FB,30,173,72,79,"5,619.80",70.8,6,No,,,
87,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47426,CF,23,188,82,79,"5,936.90",74.8,6,No,,,
88,10/12/2022,Training,Endurance ,Full Session,Full Session,10/12/2022 16:00,10/12/2022 17:33,47427,CDM,30,181,76,79,"6,084.30",76.7,6,No,,,
30,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47406,CB,30,189,86,42,"2,268.40",54,4,No,,,
31,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47407,CB,24,188,89,42,"2,722.80",64.8,1,No,,,
32,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47409,CM,32,186,78,42,"2,513.70",59.9,3,No,,,
33,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47410,WF,29,185,80,42,"2,715.40",64.7,4,No,,,
34,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47412,CF,29,186,79,42,"2,552.20",60.8,5,No,,,
35,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47413,WF,26,166,65,42,"2,656.70",63.3,1,No,,,
36,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47414,CM,30,186,80,42,"3,025.20",72,2,No,,,
37,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47415,CM,27,178,75,42,"3,241.70",77.2,3,No,,,
38,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47416,FB,23,180,82,42,"2,711.20",64.6,3,No,,,
39,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47420,WF,27,164,65,42,"2,917.90",69.5,4,No,,,
40,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47422,FB,34,173,86,42,"3,411.20",81.2,4,No,,,
41,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47423,CB,36,173,78,42,"2,540.80",60.5,3,No,,,
42,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47426,CF,23,188,82,42,"2,651.30",63.1,5,No,,,
43,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47427,CDM,30,181,76,42,"2,749.00",65.5,6,No,,,
44,14/12/2022,Training,Recovery,Full Session,Full Session,14/12/2022 17:10,14/12/2022 18:00,47428,CB,37,180,85,42,"2,592.90",61.7,4,No,,,
75,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47406,CB,30,189,86,72,"3,766.20",52.5,4,No,,,
76,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47407,CB,24,188,89,72,"4,012.10",56,4,No,,,
77,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47409,CM,32,186,78,72,"4,581.40",63.9,7,No,,,
78,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47410,WF,29,185,80,71,"4,209.10",58.9,6,No,,,
79,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47412,CF,29,186,79,72,"4,255.20",59.3,6,No,,,
80,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47413,WF,26,166,65,72,"4,142.90",57.8,3,No,,,
81,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47414,CM,30,186,80,72,"4,746.40",66.2,4,No,,,
82,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47415,CM,27,178,75,72,"4,938.70",68.9,4,No,,,
83,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47416,FB,23,180,82,72,"4,351.50",60.7,3,No,,,
84,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47420,WF,27,164,65,72,"4,512.10",62.9,6,No,,,
85,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47422,FB,34,173,86,71,"4,155.90",58.6,5,No,,,
86,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47423,CB,36,173,78,72,"3,851.20",53.7,4,No,,,
87,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47426,CF,23,188,82,72,"4,293.00",59.9,5,No,,,
88,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47427,CDM,30,181,76,70,"4,777.90",67.9,6,No,,,
89,15/12/2022,Training,Endurance ,Full Session,Full Session,15/12/2022 16:03,15/12/2022 18:03,47428,CB,37,180,85,72,"4,325.60",60.3,4,No,,,
75,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47406,CB,30,189,86,49,"2,730.90",55.8,2,No,,,
76,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47407,CB,24,188,89,49,"2,987.30",61,2,No,,,
77,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47409,CM,32,186,78,49,"3,043.30",62.1,2,No,,,
78,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47410,WF,29,185,80,49,"2,627.70",53.7,2,No,,,
79,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47412,CF,29,186,79,48,"3,026.10",62.5,2,No,,,
80,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47413,WF,26,166,65,49,"2,981.50",60.8,1,No,,,
81,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47414,CM,30,186,80,49,"3,285.40",67.4,1,No,,,
82,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47415,CM,27,178,75,49,"2,911.60",59.4,1,No,,,
83,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47416,FB,23,180,82,49,"3,070.90",62.7,2,No,,,
84,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47420,WF,27,164,65,48,"3,113.40",64.3,2,No,,,
85,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47422,FB,34,173,86,49,"3,032.70",61.9,2,No,,,
86,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47423,CB,36,173,78,49,"3,214.30",65.6,2,No,,,
87,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47426,CF,23,188,82,47,"2,845.30",60.2,3,No,,,
88,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47427,CDM,30,181,76,47,"3,003.40",63.5,2,No,,,
89,16/12/2022,Training,Activation,Full Session,Full Session,16/12/2022 08:40,16/12/2022 09:33,47428,CB,37,180,85,47,"2,970.90",62.6,-,No,,,
26,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47407,CB,24,188,89,69,"5,785.60",84.4,4,No,,,
27,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47409,CM,32,186,78,69,"5,648.40",82.4,7,No,,,
28,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47411,CAM,25,186,84,69,"5,770.20",84.2,5,No,,,
29,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47414,CM,30,186,80,46,"3,496.80",76.3,3,No,,,
30,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47415,CM,27,178,75,69,"5,486.90",80,3,No,,,
31,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47416,FB,23,180,82,69,"5,855.50",85.4,5,No,,,
32,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47428,CB,37,180,85,69,"5,879.60",85.8,,No,,,
33,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47423,CB,36,173,78,69,"5,712.10",83.3,4,No,,,
34,20/12/2022,Training,Strength,Full Session,Full Session,20/12/2022 15:29,20/12/2022 17:22,47427,CDM,30,181,76,69,"6,409.40",93.5,6,No,,,
79,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47406,CB,30,189,86,65,"3,967.30",61.5,4,No,,,
80,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47407,CB,24,188,89,65,"4,157.90",64.4,4,No,,,
81,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47408,CB,20,180,75,47,"3,268.90",68.9,4,No,,,
82,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47409,CM,32,186,78,65,"4,338.00",67.2,6,No,,,
83,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47410,WF,29,185,80,65,"4,352.70",67.5,7,No,,,
84,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47411,CAM,25,186,84,65,"4,000.10",62,5,No,,,
85,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47412,CF,29,186,79,65,"4,143.70",64.2,6,No,,,
86,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47413,WF,26,166,65,65,"3,993.90",61.9,3,No,,,
87,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47414,CM,30,186,80,65,"4,433.80",68.7,4,No,,,
88,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47415,CM,27,178,75,65,"4,070.80",63.1,4,No,,,
89,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47416,FB,23,180,82,65,"4,486.00",69.5,4,No,,,
90,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47420,WF,27,164,65,65,"4,548.10",70.5,6,No,,,
91,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47422,FB,34,173,86,65,"4,523.40",70.1,6,No,,,
92,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47423,CB,36,173,78,65,"4,234.20",65.6,5,No,,,
93,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47425,FB,30,173,72,65,"4,226.20",65.5,6,No,,,
94,29/12/2022,Training,Strength,Full Session,Full Session,29/12/2022 15:56,29/12/2022 17:56,47426,CF,23,188,82,65,"3,963.50",61.4,6,No,,,
84,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47406,CB,30,189,86,76,"7,161.30",93.7,7,No,,,
85,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47407,CB,24,188,89,76,"8,243.00",107.8,4,No,,,
86,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47409,CM,32,186,78,76,"7,755.80",101.5,8,No,,,
87,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47410,WF,29,185,80,76,"7,525.80",98.5,8,No,,,
88,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47411,CAM,25,186,84,76,"8,064.80",105.5,6,No,,,
89,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47412,CF,29,186,79,76,"7,292.80",95.4,8,No,,,
90,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47413,WF,26,166,65,76,"7,371.30",96.4,6,No,,,
91,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47414,CM,30,186,80,76,"8,206.70",107.4,6,No,,,
92,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47415,CM,27,178,75,76,"7,915.80",103.6,5,No,,,
93,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47416,FB,23,180,82,76,"7,639.90",100,5,No,,,
94,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47420,WF,27,164,65,76,"8,353.00",109.9,8,Yes,,,
95,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47423,CB,36,173,78,76,"7,475.90",97.8,7,No,,,
96,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47425,FB,30,173,72,76,"7,442.30",97.4,8,No,,,
97,30/12/2022,Training,Endurance,Full Session,Full Session,30/12/2022 16:03,30/12/2022 18:03,47426,CF,23,188,82,76,"7,314.30",95.7,8,No,,,
42,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47407,CB,24,188,89,57,"4,181.20",73.9,4,No,,,
43,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47409,CM,32,186,78,56,"4,464.40",79.8,7,No,,,
44,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47410,WF,29,185,80,57,"3,509.90",61.6,7,No,,,
45,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47411,CAM,25,186,84,57,"3,949.80",69.3,4,No,,,
46,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47412,CF,29,186,79,57,"4,097.70",71.9,6,No,,,
47,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47413,WF,26,166,65,56,"4,176.90",74.3,4,No,,,
48,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47414,CM,30,186,80,57,"4,897.70",85.9,5,No,,,
49,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47415,CM,27,178,75,57,"4,391.90",77.6,4,No,,,
50,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47416,FB,23,180,82,57,"4,045.30",71.1,4,No,,,
52,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47422,FB,34,173,86,57,"1,231.90",21.7,4,No,,,
53,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47423,CB,36,173,78,57,"4,000.10",70.2,5,No,,,
54,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47425,FB,30,173,72,57,"4,285.50",75.2,6,No,,,
55,31/12/2022,Training,Endurance,Full Session,Full Session,31/12/2022 09:39,31/12/2022 11:39,47426,CF,23,188,82,57,"3,931.60",69,7,No,,,
80,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47406,CB,30,189,86,73,"5,851.40",79.8,5,No,,,
81,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47407,CB,24,188,89,73,"6,116.90",83.4,3,No,,,
82,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47409,CM,32,186,78,73,"6,471.90",88.2,7,No,,,
83,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47410,WF,29,185,80,73,"5,946.30",81.1,8,No,,,
84,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47411,CAM,25,186,84,73,"6,226.80",84.9,4,No,,,
85,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47412,CF,29,186,79,73,"6,587.90",89.8,7,No,,,
86,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47413,WF,26,166,65,73,"6,638.50",90.5,3,No,,,
87,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47414,CM,30,186,80,73,"6,925.30",94.4,4,No,,,
88,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47415,CM,27,178,75,73,"6,028.70",82.2,3,No,,,
89,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47416,FB,23,180,82,73,"6,489.70",88.5,4,No,,,
91,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47422,FB,34,173,86,73,"5,996.80",81.8,7,No,,,
92,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47423,CB,36,173,78,73,"6,212.00",84.7,5,No,,,
93,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47425,FB,30,173,72,73,"5,759.50",78.5,7,No,,,
94,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47426,CF,23,188,82,73,"6,303.90",85.9,8,No,,,
95,02/01/2023,Training,Endurance,Full Session,Full Session,02/01/2023 15:43,02/01/2023 17:43,47427,CDM,30,181,76,73,"4,813.50",65.6,4,No,,,
64,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47406,CB,30,189,86,82,"6,589.40",80.4,7,No,,,
65,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47407,CB,24,188,89,82,"6,984.10",85.2,3,No,,,
66,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47409,CM,32,186,78,82,"6,706.50",81.8,8,No,,,
67,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47410,WF,29,185,80,74,"4,049.20",54.9,7,No,,,
68,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47411,CAM,25,186,84,82,"7,309.20",89.2,6,No,,,
69,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47412,CF,29,186,79,82,"6,785.90",82.8,8,No,,,
70,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47413,WF,26,166,65,82,"6,742.70",82.2,3,No,,,
71,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47414,CM,30,186,80,82,"7,576.90",92.4,5,No,,,
72,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47415,CM,27,178,75,82,"7,151.40",87.2,3,No,,,
73,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47416,FB,23,180,82,80,"6,894.30",86.7,5,No,,,
75,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47422,FB,34,173,86,82,"6,397.70",78,8,Yes,,,
76,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47423,CB,36,173,78,82,"6,061.30",73.9,6,No,,,
77,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47425,FB,30,173,72,82,"6,402.30",78.1,8,No,,,
78,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47426,CF,23,188,82,82,"7,065.10",86.2,8,No,,,
79,03/01/2023,Training,Endurance,Full Session,Full Session,03/01/2023 16:07,03/01/2023 17:44,47427,CDM,30,181,76,82,"8,172.80",99.7,6,No,,,
80,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47406,CB,30,189,86,57,"4,227.50",74.5,4,No,,,
81,05/01/2023,Training,Speed,Full Session,Full Session,05/01/2023 16:25,05/01/2023 17:39,47407,CB,24,188,89,57,"4,311.00",76,3,No,,,
