Jersey No.,Date,Activity Title,Position,Age,Height (cm),Weight (kg),Duration (min),Total Distance (m),Distance/min (m/min),RPE,Injury,Training Load
47423,28/03/2023,Endurance,CB,36,173,78,79,4879.4,61.8,4.0,0,301.55
47426,28/03/2023,Endurance,CF,23,188,82,79,5280.1,66.8,6.0,0,352.71
47406,29/03/2023,Endurance,CB,30,189,86,72,5643.3,78.5,3.0,0,443.0
47407,29/03/2023,Endurance,CB,24,188,89,73,6127.2,84.1,3.0,0,515.3
47409,29/03/2023,Endurance,CM,32,186,78,73,6230.8,85.4,7.0,0,532.11
47410,29/03/2023,Endurance,WF,29,185,80,73,5945.3,81.5,9.0,0,484.54
47411,29/03/2023,Endurance,CAM,25,186,84,72,7181.8,99.9,5.0,0,717.46
47414,29/03/2023,Endurance,CM,30,186,80,73,7179.3,98.4,3.0,0,706.44
47415,29/03/2023,Endurance,CM,27,178,75,73,6764.6,92.7,4.0,0,627.08
47416,29/03/2023,Endurance,FB,23,180,82,73,6551.6,90.2,5.0,0,590.95
47420,29/03/2023,Endurance,WF,27,164,65,72,6455.8,89.1,6.0,0,575.21
47423,29/03/2023,Endurance,CB,36,173,78,73,6165.7,84.5,6.0,0,521.0
47427,29/03/2023,Endurance,CDM,30,181,76,73,6393.2,87.6,6.0,0,560.04
47406,30/03/2023,Speed,CB,30,189,86,73,4073.7,56.1,6.0,1,228.53
47407,30/03/2023,Speed,CB,24,188,89,74,5132.7,69.4,3.0,0,356.21
47409,30/03/2023,Speed,CM,32,186,78,74,5143.6,69.5,6.0,0,357.48
47410,30/03/2023,Speed,WF,29,185,80,74,4824.9,65.5,7.0,0,316.03
47411,30/03/2023,Speed,CAM,25,186,84,73,5581.4,76.7,3.0,0,428.09
47414,30/03/2023,Speed,CM,30,186,80,74,6067.2,82.0,3.0,0,497.51
47415,30/03/2023,Speed,CM,27,178,75,73,4773.2,65.4,3.0,0,312.17
47416,30/03/2023,Speed,FB,23,180,82,74,5710.0,77.2,3.0,0,440.81
47423,30/03/2023,Speed,CB,36,173,78,74,4424.8,59.8,4.0,0,264.6
47426,30/03/2023,Speed,CF,23,188,82,74,5491.0,74.4,7.0,0,408.53
47427,30/03/2023,Speed,CDM,30,181,76,74,6052.6,81.8,7.0,0,495.1
